Date and time,Check time,Measured air temperature,Forecasted air temperature,Feelslike temperature,Forecasted feelslike temperature
2023-06-04 21:00:00,2023-06-04 21:00:00,8.8,9.7,8.8,9.7
2023-06-05 00:00:00,2023-06-05 00:00:00,5.8,8.6,5.8,8.6
2023-06-05 06:00:00,2023-06-05 06:00:00,14.3,11.6,14.3,11.6
2023-06-05 12:00:00,2023-06-05 12:00:00,15.4,14,15.4,14
2023-06-06 06:00:00,2023-06-06 06:00:00,17.4,15,17.4,15
2023-06-06 12:00:00,2023-06-06 12:00:00,22.1,20.2,22.1,20.2
2023-06-06 18:00:00,2023-06-06 18:00:00,20.7,14.2,20.7,14.2
2023-06-07 00:00:00,2023-06-07 00:00:00,12.5,10,12.5,10
2023-06-06 21:00:00,2023-06-06 21:00:00,12.2,13.7,12.2,13.7
2023-06-07 06:00:00,2023-06-07 06:00:00,16.9,15.8,16.9,15.8
2023-06-07 12:00:00,2023-06-07 12:00:00,18.8,18,18.8,18
2023-06-07 18:00:00,2023-06-07 18:00:00,18.5,14.3,18.5,14.3
2023-06-07 21:00:00,2023-06-07 21:00:00,17.8,11.4,17.8,11.4
2023-06-08 00:00:00,2023-06-08 00:00:00,14.2,8.8,14.2,8.8
2023-06-08 06:00:00,2023-06-08 06:00:00,17.9,12.5,17.9,12.5
2023-06-08 12:00:00,2023-06-08 12:00:00,20.6,17.6,20.6,17.6
2023-06-08 18:00:00,2023-06-08 18:00:00,20.4,20.5,20.4,20.5
2023-06-08 21:00:00,2023-06-08 21:00:00,17.8,17.4,17.8,17.4
2023-06-09 00:00:00,2023-06-09 00:00:00,14.7,14.5,14.7,14.5
2023-06-09 06:00:00,2023-06-09 06:00:00,17.2,17.9,17.2,17.9
2023-06-09 21:00:00,2023-06-09 21:00:00,14.7,17.9,14.7,17.9
2023-06-10 00:00:00,2023-06-10 00:00:00,11.5,16.3,11.5,16.3
2023-06-10 06:00:00,2023-06-10 06:00:00,15.8,15.8,15.8,15.8
2023-06-10 12:00:00,2023-06-10 12:00:00,21.7,21.5,21.7,21.5
2023-06-11 00:00:00,2023-06-11 00:00:00,10.9,16.8,10.9,16.8
2023-06-11 06:00:00,2023-06-11 06:00:00,16.2,17.7,16.2,17.7
2023-06-11 12:00:00,2023-06-11 12:00:00,21.9,24.5,21.9,24.5
2023-06-11 18:00:00,2023-06-11 18:00:00,20.6,21.6,20.6,21.6
2023-06-11 21:00:00,2023-06-11 21:00:00,15.1,15.6,15.1,15.6
2023-06-12 00:00:00,2023-06-12 00:00:00,12,13.6,12,13.6
2023-06-12 06:00:00,2023-06-12 06:00:00,18.1,17.9,18.1,17.9
2023-06-12 12:00:00,2023-06-12 12:00:00,20.4,22.5,20.4,22.5
2023-06-12 18:00:00,2023-06-12 18:00:00,21.6,19.2,21.6,19.2
2023-06-12 21:00:00,2023-06-12 21:00:00,16.8,15.9,16.8,15.9
2023-06-13 00:00:00,2023-06-13 00:00:00,15.7,14.5,15.7,14.5
2023-06-13 06:00:00,2023-06-13 06:00:00,16.7,18,16.7,18
2023-06-13 21:00:00,2023-06-13 21:00:00,16.2,16.8,16.2,16.8
2023-06-14 00:00:00,2023-06-14 00:00:00,14.3,15.5,14.3,15.5
2023-06-14 06:00:00,2023-06-14 06:00:00,20.3,20,20.3,20
2023-06-14 12:00:00,2023-06-14 12:00:00,18,24.2,18,24.2
2023-06-15 21:00:00,2023-06-15 21:00:00,13.5,20.6,13.5,20.6
2023-06-16 00:00:00,2023-06-16 00:00:00,13.7,17.8,13.7,17.8
2023-06-16 06:00:00,2023-06-16 06:00:00,17.5,19.2,17.5,19.2
2023-06-16 12:00:00,2023-06-16 12:00:00,18.1,21.3,18.1,21.3
